System,Chains,Sweeps,Accuracy
JAGS,24,456,0.25
JAGS,25,456,0.3
JAGS,26,456,0.25
JAGS,27,456,0.25
JAGS,28,456,0.1
JAGS,29,456,0.25
JAGS,30,456,0.15
JAGS,31,456,0.2
JAGS,32,456,0.2
JAGS,33,456,0.15
JAGS,34,456,0.25
JAGS,35,456,0.2
JAGS,36,456,0.25
JAGS,37,456,0.2
JAGS,38,456,0.3
JAGS,39,456,0.25
JAGS,40,456,0.25
JAGS,1,457,0.2
JAGS,2,457,0.25
JAGS,3,457,0.2
JAGS,4,457,0.25
JAGS,5,457,0.1
JAGS,6,457,0.2
JAGS,7,457,0.15
JAGS,8,457,0.1
JAGS,9,457,0.35
JAGS,10,457,0.25
JAGS,11,457,0.3
JAGS,12,457,0.2
JAGS,13,457,0.15
JAGS,14,457,0.2
JAGS,15,457,0.2
JAGS,16,457,0.2
JAGS,17,457,0.2
JAGS,18,457,0.2
JAGS,19,457,0.2
JAGS,20,457,0.2
JAGS,21,457,0.25
JAGS,22,457,0.2
JAGS,23,457,0.45
JAGS,24,457,0.25
JAGS,25,457,0.3
JAGS,26,457,0.3
JAGS,27,457,0.25
JAGS,28,457,0.1
JAGS,29,457,0.25
JAGS,30,457,0.15
JAGS,31,457,0.2
JAGS,32,457,0.2
JAGS,33,457,0.15
JAGS,34,457,0.25
JAGS,35,457,0.2
JAGS,36,457,0.3
JAGS,37,457,0.2
JAGS,38,457,0.3
JAGS,39,457,0.25
JAGS,40,457,0.25
JAGS,1,458,0.2
JAGS,2,458,0.25
JAGS,3,458,0.2
JAGS,4,458,0.25
JAGS,5,458,0.1
JAGS,6,458,0.2
JAGS,7,458,0.15
JAGS,8,458,0.1
JAGS,9,458,0.35
JAGS,10,458,0.3
JAGS,11,458,0.25
JAGS,12,458,0.2
JAGS,13,458,0.15
JAGS,14,458,0.2
JAGS,15,458,0.2
JAGS,16,458,0.2
JAGS,17,458,0.2
JAGS,18,458,0.2
JAGS,19,458,0.2
JAGS,20,458,0.2
JAGS,21,458,0.25
JAGS,22,458,0.2
JAGS,23,458,0.45
JAGS,24,458,0.25
JAGS,25,458,0.3
JAGS,26,458,0.25
JAGS,27,458,0.25
JAGS,28,458,0.1
JAGS,29,458,0.25
JAGS,30,458,0.15
JAGS,31,458,0.2
JAGS,32,458,0.2
JAGS,33,458,0.15
JAGS,34,458,0.25
JAGS,35,458,0.2
JAGS,36,458,0.3
JAGS,37,458,0.2
JAGS,38,458,0.3
JAGS,39,458,0.25
JAGS,40,458,0.25
JAGS,1,459,0.2
JAGS,2,459,0.25
JAGS,3,459,0.2
JAGS,4,459,0.25
JAGS,5,459,0.1
JAGS,6,459,0.2
JAGS,7,459,0.15
JAGS,8,459,0.1
JAGS,9,459,0.35
JAGS,10,459,0.3
JAGS,11,459,0.25
JAGS,12,459,0.2
JAGS,13,459,0.15
JAGS,14,459,0.2
JAGS,15,459,0.2
JAGS,16,459,0.2
JAGS,17,459,0.2
JAGS,18,459,0.2
JAGS,19,459,0.2
JAGS,20,459,0.2
JAGS,21,459,0.25
JAGS,22,459,0.2
JAGS,23,459,0.45
JAGS,24,459,0.25
JAGS,25,459,0.3
JAGS,26,459,0.25
JAGS,27,459,0.25
JAGS,28,459,0.1
JAGS,29,459,0.25
JAGS,30,459,0.15
JAGS,31,459,0.2
JAGS,32,459,0.2
JAGS,33,459,0.15
JAGS,34,459,0.25
JAGS,35,459,0.2
JAGS,36,459,0.3
JAGS,37,459,0.2
JAGS,38,459,0.3
JAGS,39,459,0.25
JAGS,40,459,0.25
JAGS,1,460,0.15
JAGS,2,460,0.3
JAGS,3,460,0.2
JAGS,4,460,0.25
JAGS,5,460,0.1
JAGS,6,460,0.2
JAGS,7,460,0.15
JAGS,8,460,0.15
JAGS,9,460,0.35
JAGS,10,460,0.3
JAGS,11,460,0.25
JAGS,12,460,0.2
JAGS,13,460,0.15
JAGS,14,460,0.2
JAGS,15,460,0.2
JAGS,16,460,0.2
JAGS,17,460,0.25
JAGS,18,460,0.2
JAGS,19,460,0.2
JAGS,20,460,0.25
JAGS,21,460,0.25
JAGS,22,460,0.2
JAGS,23,460,0.45
JAGS,24,460,0.25
JAGS,25,460,0.3
JAGS,26,460,0.25
JAGS,27,460,0.25
JAGS,28,460,0.1
JAGS,29,460,0.25
JAGS,30,460,0.15
JAGS,31,460,0.2
JAGS,32,460,0.2
JAGS,33,460,0.15
JAGS,34,460,0.25
JAGS,35,460,0.2
JAGS,36,460,0.3
JAGS,37,460,0.2
JAGS,38,460,0.3
JAGS,39,460,0.25
JAGS,40,460,0.25
JAGS,1,461,0.15
JAGS,2,461,0.3
JAGS,3,461,0.2
JAGS,4,461,0.25
JAGS,5,461,0.1
JAGS,6,461,0.2
JAGS,7,461,0.15
JAGS,8,461,0.1
JAGS,9,461,0.35
JAGS,10,461,0.3
JAGS,11,461,0.25
JAGS,12,461,0.2
JAGS,13,461,0.15
JAGS,14,461,0.2
JAGS,15,461,0.2
JAGS,16,461,0.2
JAGS,17,461,0.2
JAGS,18,461,0.2
JAGS,19,461,0.2
JAGS,20,461,0.25
JAGS,21,461,0.25
JAGS,22,461,0.2
JAGS,23,461,0.45
JAGS,24,461,0.25
JAGS,25,461,0.3
JAGS,26,461,0.25
JAGS,27,461,0.25
JAGS,28,461,0.1
JAGS,29,461,0.25
JAGS,30,461,0.15
JAGS,31,461,0.2
JAGS,32,461,0.2
JAGS,33,461,0.15
JAGS,34,461,0.25
JAGS,35,461,0.2
JAGS,36,461,0.3
JAGS,37,461,0.2
JAGS,38,461,0.3
JAGS,39,461,0.25
JAGS,40,461,0.25
JAGS,1,462,0.15
JAGS,2,462,0.3
JAGS,3,462,0.2
JAGS,4,462,0.25
JAGS,5,462,0.1
JAGS,6,462,0.2
JAGS,7,462,0.15
JAGS,8,462,0.1
JAGS,9,462,0.35
JAGS,10,462,0.3
JAGS,11,462,0.25
JAGS,12,462,0.25
JAGS,13,462,0.15
JAGS,14,462,0.2
JAGS,15,462,0.2
JAGS,16,462,0.2
JAGS,17,462,0.2
JAGS,18,462,0.2
JAGS,19,462,0.15
JAGS,20,462,0.25
JAGS,21,462,0.25
JAGS,22,462,0.2
JAGS,23,462,0.45
JAGS,24,462,0.25
JAGS,25,462,0.3
JAGS,26,462,0.25
JAGS,27,462,0.25
JAGS,28,462,0.1
JAGS,29,462,0.25
JAGS,30,462,0.15
JAGS,31,462,0.2
JAGS,32,462,0.25
JAGS,33,462,0.15
JAGS,34,462,0.25
JAGS,35,462,0.2
JAGS,36,462,0.3
JAGS,37,462,0.2
JAGS,38,462,0.3
JAGS,39,462,0.25
JAGS,40,462,0.25
JAGS,1,463,0.15
JAGS,2,463,0.25
JAGS,3,463,0.2
JAGS,4,463,0.25
JAGS,5,463,0.1
JAGS,6,463,0.2
JAGS,7,463,0.15
JAGS,8,463,0.1
JAGS,9,463,0.35
JAGS,10,463,0.3
JAGS,11,463,0.25
JAGS,12,463,0.25
JAGS,13,463,0.15
JAGS,14,463,0.2
JAGS,15,463,0.2
JAGS,16,463,0.15
JAGS,17,463,0.2
JAGS,18,463,0.2
JAGS,19,463,0.15
JAGS,20,463,0.25
JAGS,21,463,0.25
JAGS,22,463,0.25
JAGS,23,463,0.45
JAGS,24,463,0.25
JAGS,25,463,0.3
JAGS,26,463,0.25
JAGS,27,463,0.25
JAGS,28,463,0.1
JAGS,29,463,0.25
JAGS,30,463,0.15
JAGS,31,463,0.2
JAGS,32,463,0.2
JAGS,33,463,0.15
JAGS,34,463,0.25
JAGS,35,463,0.2
JAGS,36,463,0.3
JAGS,37,463,0.2
JAGS,38,463,0.3
JAGS,39,463,0.25
JAGS,40,463,0.25
JAGS,1,464,0.2
JAGS,2,464,0.25
JAGS,3,464,0.2
JAGS,4,464,0.25
JAGS,5,464,0.1
JAGS,6,464,0.2
JAGS,7,464,0.15
JAGS,8,464,0.1
JAGS,9,464,0.35
JAGS,10,464,0.3
JAGS,11,464,0.25
JAGS,12,464,0.25
JAGS,13,464,0.15
JAGS,14,464,0.2
JAGS,15,464,0.2
JAGS,16,464,0.15
JAGS,17,464,0.2
JAGS,18,464,0.2
JAGS,19,464,0.15
JAGS,20,464,0.2
JAGS,21,464,0.2
JAGS,22,464,0.25
JAGS,23,464,0.45
JAGS,24,464,0.25
JAGS,25,464,0.3
JAGS,26,464,0.25
JAGS,27,464,0.25
JAGS,28,464,0.1
JAGS,29,464,0.25
JAGS,30,464,0.15
JAGS,31,464,0.2
JAGS,32,464,0.2
JAGS,33,464,0.15
JAGS,34,464,0.25
JAGS,35,464,0.2
JAGS,36,464,0.3
JAGS,37,464,0.25
JAGS,38,464,0.3
JAGS,39,464,0.25
JAGS,40,464,0.25
JAGS,1,465,0.2
JAGS,2,465,0.25
JAGS,3,465,0.2
JAGS,4,465,0.25
JAGS,5,465,0.1
JAGS,6,465,0.2
JAGS,7,465,0.15
JAGS,8,465,0.1
JAGS,9,465,0.35
JAGS,10,465,0.3
JAGS,11,465,0.25
JAGS,12,465,0.25
JAGS,13,465,0.15
JAGS,14,465,0.2
JAGS,15,465,0.2
JAGS,16,465,0.15
JAGS,17,465,0.2
JAGS,18,465,0.2
JAGS,19,465,0.15
JAGS,20,465,0.2
JAGS,21,465,0.2
JAGS,22,465,0.25
JAGS,23,465,0.45
JAGS,24,465,0.25
JAGS,25,465,0.3
JAGS,26,465,0.25
JAGS,27,465,0.25
JAGS,28,465,0.1
JAGS,29,465,0.25
JAGS,30,465,0.15
JAGS,31,465,0.2
JAGS,32,465,0.2
JAGS,33,465,0.15
JAGS,34,465,0.25
JAGS,35,465,0.2
JAGS,36,465,0.3
JAGS,37,465,0.25
JAGS,38,465,0.3
JAGS,39,465,0.2
JAGS,40,465,0.25
JAGS,1,466,0.2
JAGS,2,466,0.25
JAGS,3,466,0.2
JAGS,4,466,0.25
JAGS,5,466,0.1
JAGS,6,466,0.2
JAGS,7,466,0.15
JAGS,8,466,0.1
JAGS,9,466,0.4
JAGS,10,466,0.3
JAGS,11,466,0.25
JAGS,12,466,0.25
JAGS,13,466,0.15
JAGS,14,466,0.2
JAGS,15,466,0.2
JAGS,16,466,0.15
JAGS,17,466,0.2
JAGS,18,466,0.2
JAGS,19,466,0.15
JAGS,20,466,0.2
JAGS,21,466,0.2
JAGS,22,466,0.25
JAGS,23,466,0.45
JAGS,24,466,0.25
JAGS,25,466,0.3
JAGS,26,466,0.25
JAGS,27,466,0.25
JAGS,28,466,0.1
JAGS,29,466,0.25
JAGS,30,466,0.15
JAGS,31,466,0.2
JAGS,32,466,0.2
JAGS,33,466,0.15
JAGS,34,466,0.25
JAGS,35,466,0.2
JAGS,36,466,0.3
JAGS,37,466,0.2
JAGS,38,466,0.3
JAGS,39,466,0.2
JAGS,40,466,0.25
JAGS,1,467,0.2
JAGS,2,467,0.25
JAGS,3,467,0.2
JAGS,4,467,0.25
JAGS,5,467,0.1
JAGS,6,467,0.2
JAGS,7,467,0.2
JAGS,8,467,0.15
JAGS,9,467,0.4
JAGS,10,467,0.3
JAGS,11,467,0.25
JAGS,12,467,0.2
JAGS,13,467,0.15
JAGS,14,467,0.2
JAGS,15,467,0.2
JAGS,16,467,0.15
JAGS,17,467,0.2
JAGS,18,467,0.2
JAGS,19,467,0.15
JAGS,20,467,0.15
JAGS,21,467,0.2
JAGS,22,467,0.25
JAGS,23,467,0.45
JAGS,24,467,0.25
JAGS,25,467,0.3
JAGS,26,467,0.25
JAGS,27,467,0.25
JAGS,28,467,0.1
JAGS,29,467,0.25
JAGS,30,467,0.15
JAGS,31,467,0.2
JAGS,32,467,0.2
JAGS,33,467,0.15
JAGS,34,467,0.25
JAGS,35,467,0.2
JAGS,36,467,0.35
JAGS,37,467,0.2
JAGS,38,467,0.3
JAGS,39,467,0.2
JAGS,40,467,0.25
JAGS,1,468,0.2
JAGS,2,468,0.25
JAGS,3,468,0.2
JAGS,4,468,0.25
JAGS,5,468,0.1
JAGS,6,468,0.2
JAGS,7,468,0.15
JAGS,8,468,0.15
JAGS,9,468,0.4
JAGS,10,468,0.3
JAGS,11,468,0.25
JAGS,12,468,0.2
JAGS,13,468,0.15
JAGS,14,468,0.2
JAGS,15,468,0.2
JAGS,16,468,0.15
JAGS,17,468,0.2
JAGS,18,468,0.2
JAGS,19,468,0.15
JAGS,20,468,0.15
JAGS,21,468,0.2
JAGS,22,468,0.25
JAGS,23,468,0.45
JAGS,24,468,0.25
JAGS,25,468,0.35
JAGS,26,468,0.25
JAGS,27,468,0.25
JAGS,28,468,0.1
JAGS,29,468,0.25
JAGS,30,468,0.15
JAGS,31,468,0.25
JAGS,32,468,0.2
JAGS,33,468,0.15
JAGS,34,468,0.25
JAGS,35,468,0.2
JAGS,36,468,0.35
JAGS,37,468,0.2
JAGS,38,468,0.3
JAGS,39,468,0.2
JAGS,40,468,0.25
JAGS,1,469,0.2
JAGS,2,469,0.25
JAGS,3,469,0.2
JAGS,4,469,0.25
JAGS,5,469,0.1
JAGS,6,469,0.25
JAGS,7,469,0.15
JAGS,8,469,0.15
JAGS,9,469,0.4
JAGS,10,469,0.3
JAGS,11,469,0.25
JAGS,12,469,0.2
JAGS,13,469,0.15
JAGS,14,469,0.2
JAGS,15,469,0.25
JAGS,16,469,0.15
JAGS,17,469,0.2
JAGS,18,469,0.2
JAGS,19,469,0.15
JAGS,20,469,0.15
JAGS,21,469,0.2
JAGS,22,469,0.2
JAGS,23,469,0.45
JAGS,24,469,0.25
JAGS,25,469,0.35
JAGS,26,469,0.25
JAGS,27,469,0.25
JAGS,28,469,0.1
JAGS,29,469,0.25
JAGS,30,469,0.15
JAGS,31,469,0.25
JAGS,32,469,0.2
JAGS,33,469,0.15
JAGS,34,469,0.25
JAGS,35,469,0.2
JAGS,36,469,0.35
JAGS,37,469,0.25
JAGS,38,469,0.3
JAGS,39,469,0.2
JAGS,40,469,0.25
JAGS,1,470,0.2
JAGS,2,470,0.25
JAGS,3,470,0.2
JAGS,4,470,0.25
JAGS,5,470,0.1
JAGS,6,470,0.2
JAGS,7,470,0.15
JAGS,8,470,0.15
JAGS,9,470,0.35
JAGS,10,470,0.3
JAGS,11,470,0.25
JAGS,12,470,0.2
JAGS,13,470,0.15
JAGS,14,470,0.2
JAGS,15,470,0.2
JAGS,16,470,0.15
JAGS,17,470,0.2
JAGS,18,470,0.2
JAGS,19,470,0.15
JAGS,20,470,0.15
JAGS,21,470,0.2
JAGS,22,470,0.2
JAGS,23,470,0.45
JAGS,24,470,0.25
JAGS,25,470,0.3
JAGS,26,470,0.25
JAGS,27,470,0.25
JAGS,28,470,0.1
JAGS,29,470,0.25
JAGS,30,470,0.15
JAGS,31,470,0.25
JAGS,32,470,0.2
JAGS,33,470,0.2
JAGS,34,470,0.25
JAGS,35,470,0.2
JAGS,36,470,0.3
JAGS,37,470,0.25
JAGS,38,470,0.3
JAGS,39,470,0.2
JAGS,40,470,0.25
JAGS,1,471,0.2
JAGS,2,471,0.25
JAGS,3,471,0.2
JAGS,4,471,0.25
JAGS,5,471,0.1
JAGS,6,471,0.2
JAGS,7,471,0.15
JAGS,8,471,0.15
JAGS,9,471,0.35
JAGS,10,471,0.3
JAGS,11,471,0.25
JAGS,12,471,0.2
JAGS,13,471,0.15
JAGS,14,471,0.2
JAGS,15,471,0.2
JAGS,16,471,0.15
JAGS,17,471,0.2
JAGS,18,471,0.2
JAGS,19,471,0.15
JAGS,20,471,0.15
JAGS,21,471,0.2
JAGS,22,471,0.2
JAGS,23,471,0.45
JAGS,24,471,0.25
JAGS,25,471,0.3
JAGS,26,471,0.25
JAGS,27,471,0.25
JAGS,28,471,0.1
JAGS,29,471,0.25
JAGS,30,471,0.15
JAGS,31,471,0.3
JAGS,32,471,0.2
JAGS,33,471,0.15
JAGS,34,471,0.25
JAGS,35,471,0.2
JAGS,36,471,0.3
JAGS,37,471,0.2
JAGS,38,471,0.3
JAGS,39,471,0.2
JAGS,40,471,0.25
JAGS,1,472,0.2
JAGS,2,472,0.25
JAGS,3,472,0.2
JAGS,4,472,0.25
JAGS,5,472,0.1
JAGS,6,472,0.2
JAGS,7,472,0.15
JAGS,8,472,0.15
JAGS,9,472,0.3
JAGS,10,472,0.3
JAGS,11,472,0.3
JAGS,12,472,0.2
JAGS,13,472,0.15
JAGS,14,472,0.2
JAGS,15,472,0.2
JAGS,16,472,0.15
JAGS,17,472,0.2
JAGS,18,472,0.2
JAGS,19,472,0.15
JAGS,20,472,0.15
JAGS,21,472,0.2
JAGS,22,472,0.2
JAGS,23,472,0.45
JAGS,24,472,0.25
JAGS,25,472,0.3
JAGS,26,472,0.25
JAGS,27,472,0.25
JAGS,28,472,0.1
JAGS,29,472,0.25
JAGS,30,472,0.15
JAGS,31,472,0.3
JAGS,32,472,0.2
JAGS,33,472,0.15
JAGS,34,472,0.25
JAGS,35,472,0.2
JAGS,36,472,0.35
JAGS,37,472,0.2
JAGS,38,472,0.3
JAGS,39,472,0.2
JAGS,40,472,0.25
JAGS,1,473,0.25
JAGS,2,473,0.25
JAGS,3,473,0.2
JAGS,4,473,0.25
JAGS,5,473,0.1
JAGS,6,473,0.2
JAGS,7,473,0.15
JAGS,8,473,0.15
JAGS,9,473,0.3
JAGS,10,473,0.3
JAGS,11,473,0.3
JAGS,12,473,0.2
JAGS,13,473,0.15
JAGS,14,473,0.2
JAGS,15,473,0.2
JAGS,16,473,0.15
JAGS,17,473,0.2
JAGS,18,473,0.2
JAGS,19,473,0.15
JAGS,20,473,0.15
JAGS,21,473,0.2
JAGS,22,473,0.2
JAGS,23,473,0.45
JAGS,24,473,0.25
JAGS,25,473,0.3
JAGS,26,473,0.25
JAGS,27,473,0.25
JAGS,28,473,0.1
JAGS,29,473,0.25
JAGS,30,473,0.15
JAGS,31,473,0.3
JAGS,32,473,0.2
JAGS,33,473,0.15
JAGS,34,473,0.25
JAGS,35,473,0.2
JAGS,36,473,0.35
JAGS,37,473,0.2
JAGS,38,473,0.3
JAGS,39,473,0.2
JAGS,40,473,0.25
JAGS,1,474,0.25
JAGS,2,474,0.25
JAGS,3,474,0.2
JAGS,4,474,0.25
JAGS,5,474,0.15
JAGS,6,474,0.2
JAGS,7,474,0.15
JAGS,8,474,0.15
JAGS,9,474,0.3
JAGS,10,474,0.3
JAGS,11,474,0.3
JAGS,12,474,0.2
JAGS,13,474,0.15
JAGS,14,474,0.2
JAGS,15,474,0.2
JAGS,16,474,0.15
JAGS,17,474,0.2
JAGS,18,474,0.2
JAGS,19,474,0.15
JAGS,20,474,0.15
JAGS,21,474,0.2
JAGS,22,474,0.2
JAGS,23,474,0.45
JAGS,24,474,0.25
JAGS,25,474,0.3
JAGS,26,474,0.25
JAGS,27,474,0.25
JAGS,28,474,0.1
JAGS,29,474,0.25
JAGS,30,474,0.15
JAGS,31,474,0.25
JAGS,32,474,0.2
JAGS,33,474,0.15
JAGS,34,474,0.25
JAGS,35,474,0.2
JAGS,36,474,0.35
JAGS,37,474,0.2
JAGS,38,474,0.3
JAGS,39,474,0.2
JAGS,40,474,0.25
JAGS,1,475,0.25
JAGS,2,475,0.25
JAGS,3,475,0.2
JAGS,4,475,0.25
JAGS,5,475,0.15
JAGS,6,475,0.2
JAGS,7,475,0.15
JAGS,8,475,0.15
JAGS,9,475,0.3
JAGS,10,475,0.3
JAGS,11,475,0.3
JAGS,12,475,0.2
JAGS,13,475,0.15
JAGS,14,475,0.2
JAGS,15,475,0.2
JAGS,16,475,0.15
JAGS,17,475,0.2
JAGS,18,475,0.2
JAGS,19,475,0.15
JAGS,20,475,0.15
JAGS,21,475,0.2
JAGS,22,475,0.2
JAGS,23,475,0.45
JAGS,24,475,0.25
JAGS,25,475,0.3
JAGS,26,475,0.25
JAGS,27,475,0.25
JAGS,28,475,0.15
JAGS,29,475,0.25
JAGS,30,475,0.15
JAGS,31,475,0.25
JAGS,32,475,0.2
JAGS,33,475,0.15
JAGS,34,475,0.3
JAGS,35,475,0.2
JAGS,36,475,0.35
JAGS,37,475,0.2
JAGS,38,475,0.3
JAGS,39,475,0.2
JAGS,40,475,0.25
JAGS,1,476,0.2
JAGS,2,476,0.25
JAGS,3,476,0.2
JAGS,4,476,0.25
JAGS,5,476,0.1
JAGS,6,476,0.2
JAGS,7,476,0.15
JAGS,8,476,0.15
JAGS,9,476,0.3
JAGS,10,476,0.3
JAGS,11,476,0.3
JAGS,12,476,0.2
JAGS,13,476,0.15
JAGS,14,476,0.2
JAGS,15,476,0.2
JAGS,16,476,0.15
JAGS,17,476,0.2
JAGS,18,476,0.2
JAGS,19,476,0.2
JAGS,20,476,0.15
JAGS,21,476,0.2
JAGS,22,476,0.2
JAGS,23,476,0.45
JAGS,24,476,0.25
JAGS,25,476,0.3
JAGS,26,476,0.25
JAGS,27,476,0.25
JAGS,28,476,0.15
JAGS,29,476,0.25
JAGS,30,476,0.15
JAGS,31,476,0.25
JAGS,32,476,0.2
JAGS,33,476,0.15
JAGS,34,476,0.3
JAGS,35,476,0.2
JAGS,36,476,0.35
JAGS,37,476,0.25
JAGS,38,476,0.3
JAGS,39,476,0.2
JAGS,40,476,0.25
JAGS,1,477,0.2
JAGS,2,477,0.25
JAGS,3,477,0.2
JAGS,4,477,0.25
JAGS,5,477,0.1
JAGS,6,477,0.2
JAGS,7,477,0.15
JAGS,8,477,0.15
JAGS,9,477,0.3
JAGS,10,477,0.3
JAGS,11,477,0.3
JAGS,12,477,0.2
JAGS,13,477,0.15
JAGS,14,477,0.2
JAGS,15,477,0.2
JAGS,16,477,0.15
JAGS,17,477,0.2
JAGS,18,477,0.2
JAGS,19,477,0.2
JAGS,20,477,0.15
JAGS,21,477,0.2
JAGS,22,477,0.2
JAGS,23,477,0.45
JAGS,24,477,0.25
JAGS,25,477,0.3
JAGS,26,477,0.25
JAGS,27,477,0.25
JAGS,28,477,0.15
JAGS,29,477,0.25
JAGS,30,477,0.15
JAGS,31,477,0.25
JAGS,32,477,0.2
JAGS,33,477,0.15
JAGS,34,477,0.3
JAGS,35,477,0.2
JAGS,36,477,0.35
JAGS,37,477,0.25
JAGS,38,477,0.35
JAGS,39,477,0.2
JAGS,40,477,0.25
JAGS,1,478,0.2
JAGS,2,478,0.25
JAGS,3,478,0.2
JAGS,4,478,0.3
JAGS,5,478,0.1
JAGS,6,478,0.2
JAGS,7,478,0.15
JAGS,8,478,0.15
JAGS,9,478,0.3
JAGS,10,478,0.3
JAGS,11,478,0.3
JAGS,12,478,0.2
JAGS,13,478,0.15
JAGS,14,478,0.2
JAGS,15,478,0.2
JAGS,16,478,0.15
JAGS,17,478,0.2
JAGS,18,478,0.2
JAGS,19,478,0.15
JAGS,20,478,0.15
JAGS,21,478,0.2
JAGS,22,478,0.2
JAGS,23,478,0.45
JAGS,24,478,0.25
JAGS,25,478,0.3
JAGS,26,478,0.25
JAGS,27,478,0.25
JAGS,28,478,0.15
JAGS,29,478,0.25
JAGS,30,478,0.15
JAGS,31,478,0.25
JAGS,32,478,0.2
JAGS,33,478,0.15
JAGS,34,478,0.25
JAGS,35,478,0.2
JAGS,36,478,0.3
JAGS,37,478,0.2
JAGS,38,478,0.35
JAGS,39,478,0.2
JAGS,40,478,0.25
JAGS,1,479,0.2
JAGS,2,479,0.25
JAGS,3,479,0.2
JAGS,4,479,0.3
JAGS,5,479,0.1
JAGS,6,479,0.2
JAGS,7,479,0.15
JAGS,8,479,0.15
JAGS,9,479,0.3
JAGS,10,479,0.3
JAGS,11,479,0.3
JAGS,12,479,0.2
JAGS,13,479,0.15
JAGS,14,479,0.2
JAGS,15,479,0.2
JAGS,16,479,0.15
JAGS,17,479,0.2
JAGS,18,479,0.2
JAGS,19,479,0.15
JAGS,20,479,0.15
JAGS,21,479,0.2
JAGS,22,479,0.2
JAGS,23,479,0.45
JAGS,24,479,0.25
JAGS,25,479,0.3
JAGS,26,479,0.25
JAGS,27,479,0.25
JAGS,28,479,0.15
JAGS,29,479,0.25
JAGS,30,479,0.15
JAGS,31,479,0.25
JAGS,32,479,0.2
JAGS,33,479,0.15
JAGS,34,479,0.25
JAGS,35,479,0.2
JAGS,36,479,0.3
JAGS,37,479,0.2
JAGS,38,479,0.35
JAGS,39,479,0.25
JAGS,40,479,0.25
JAGS,1,480,0.2
JAGS,2,480,0.25
JAGS,3,480,0.2
JAGS,4,480,0.3
JAGS,5,480,0.1
JAGS,6,480,0.2
JAGS,7,480,0.15
JAGS,8,480,0.15
JAGS,9,480,0.35
JAGS,10,480,0.3
JAGS,11,480,0.3
JAGS,12,480,0.2
JAGS,13,480,0.15
JAGS,14,480,0.2
JAGS,15,480,0.2
JAGS,16,480,0.15
JAGS,17,480,0.2
JAGS,18,480,0.2
JAGS,19,480,0.15
JAGS,20,480,0.15
JAGS,21,480,0.3
JAGS,22,480,0.2
JAGS,23,480,0.5
JAGS,24,480,0.25
JAGS,25,480,0.3
JAGS,26,480,0.25
JAGS,27,480,0.25
JAGS,28,480,0.15
JAGS,29,480,0.25
JAGS,30,480,0.15
JAGS,31,480,0.25
JAGS,32,480,0.2
JAGS,33,480,0.15
JAGS,34,480,0.25
JAGS,35,480,0.25
JAGS,36,480,0.3
JAGS,37,480,0.2
JAGS,38,480,0.35
JAGS,39,480,0.3
JAGS,40,480,0.25
JAGS,1,481,0.2
JAGS,2,481,0.25
JAGS,3,481,0.2
JAGS,4,481,0.3
JAGS,5,481,0.1
JAGS,6,481,0.2
JAGS,7,481,0.15
JAGS,8,481,0.2
JAGS,9,481,0.35
JAGS,10,481,0.3
JAGS,11,481,0.3
JAGS,12,481,0.2
JAGS,13,481,0.15
JAGS,14,481,0.2
JAGS,15,481,0.2
JAGS,16,481,0.15
JAGS,17,481,0.2
JAGS,18,481,0.2
JAGS,19,481,0.15
JAGS,20,481,0.15
JAGS,21,481,0.25
JAGS,22,481,0.2
JAGS,23,481,0.5
JAGS,24,481,0.25
JAGS,25,481,0.3
JAGS,26,481,0.25
JAGS,27,481,0.25
JAGS,28,481,0.15
JAGS,29,481,0.25
JAGS,30,481,0.15
JAGS,31,481,0.25
JAGS,32,481,0.2
JAGS,33,481,0.2
JAGS,34,481,0.25
JAGS,35,481,0.25
JAGS,36,481,0.3
JAGS,37,481,0.2
JAGS,38,481,0.3
JAGS,39,481,0.3
JAGS,40,481,0.25
JAGS,1,482,0.2
JAGS,2,482,0.25
JAGS,3,482,0.2
JAGS,4,482,0.3
JAGS,5,482,0.1
JAGS,6,482,0.2
JAGS,7,482,0.15
JAGS,8,482,0.2
JAGS,9,482,0.35
JAGS,10,482,0.3
JAGS,11,482,0.3
JAGS,12,482,0.2
JAGS,13,482,0.15
JAGS,14,482,0.2
JAGS,15,482,0.2
JAGS,16,482,0.15
JAGS,17,482,0.2
JAGS,18,482,0.25
JAGS,19,482,0.15
JAGS,20,482,0.15
JAGS,21,482,0.25
JAGS,22,482,0.2
JAGS,23,482,0.5
JAGS,24,482,0.25
JAGS,25,482,0.3
JAGS,26,482,0.25
JAGS,27,482,0.25
JAGS,28,482,0.15
JAGS,29,482,0.25
JAGS,30,482,0.2
JAGS,31,482,0.25
JAGS,32,482,0.2
JAGS,33,482,0.2
JAGS,34,482,0.25
JAGS,35,482,0.25
JAGS,36,482,0.3
JAGS,37,482,0.2
JAGS,38,482,0.3
JAGS,39,482,0.3
JAGS,40,482,0.25
JAGS,1,483,0.2
JAGS,2,483,0.25
JAGS,3,483,0.2
JAGS,4,483,0.3
JAGS,5,483,0.1
JAGS,6,483,0.25
JAGS,7,483,0.15
JAGS,8,483,0.2
JAGS,9,483,0.3
JAGS,10,483,0.3
JAGS,11,483,0.3
JAGS,12,483,0.2
JAGS,13,483,0.15
JAGS,14,483,0.2
JAGS,15,483,0.2
JAGS,16,483,0.15
JAGS,17,483,0.2
JAGS,18,483,0.25
