System,Chains,Sweeps,Accuracy
JAGS,6,315,0.1
JAGS,7,315,0.1
JAGS,8,315,0.1
JAGS,9,315,0.4
JAGS,10,315,0.2
JAGS,11,315,0.2
JAGS,12,315,0.15
JAGS,13,315,0.15
JAGS,14,315,0.2
JAGS,15,315,0.25
JAGS,16,315,0.2
JAGS,17,315,0.15
JAGS,18,315,0.2
JAGS,19,315,0.15
JAGS,20,315,0.15
JAGS,21,315,0.25
JAGS,22,315,0.2
JAGS,23,315,0.35
JAGS,24,315,0.3
JAGS,25,315,0.25
JAGS,26,315,0.25
JAGS,27,315,0.25
JAGS,28,315,0.2
JAGS,29,315,0.2
JAGS,30,315,0.15
JAGS,31,315,0.2
JAGS,32,315,0.2
JAGS,33,315,0.15
JAGS,34,315,0.2
JAGS,35,315,0.2
JAGS,36,315,0.25
JAGS,37,315,0.15
JAGS,38,315,0.25
JAGS,39,315,0.15
JAGS,40,315,0.2
JAGS,1,316,0.2
JAGS,2,316,0.25
JAGS,3,316,0.2
JAGS,4,316,0.25
JAGS,5,316,0.15
JAGS,6,316,0.1
JAGS,7,316,0.1
JAGS,8,316,0.1
JAGS,9,316,0.4
JAGS,10,316,0.2
JAGS,11,316,0.2
JAGS,12,316,0.15
JAGS,13,316,0.15
JAGS,14,316,0.2
JAGS,15,316,0.2
JAGS,16,316,0.2
JAGS,17,316,0.15
JAGS,18,316,0.2
JAGS,19,316,0.15
JAGS,20,316,0.15
JAGS,21,316,0.25
JAGS,22,316,0.2
JAGS,23,316,0.35
JAGS,24,316,0.3
JAGS,25,316,0.25
JAGS,26,316,0.25
JAGS,27,316,0.25
JAGS,28,316,0.2
JAGS,29,316,0.2
JAGS,30,316,0.15
JAGS,31,316,0.2
JAGS,32,316,0.2
JAGS,33,316,0.15
JAGS,34,316,0.2
JAGS,35,316,0.2
JAGS,36,316,0.25
JAGS,37,316,0.15
JAGS,38,316,0.25
JAGS,39,316,0.15
JAGS,40,316,0.2
JAGS,1,317,0.2
JAGS,2,317,0.25
JAGS,3,317,0.2
JAGS,4,317,0.25
JAGS,5,317,0.15
JAGS,6,317,0.1
JAGS,7,317,0.1
JAGS,8,317,0.1
JAGS,9,317,0.4
JAGS,10,317,0.2
JAGS,11,317,0.2
JAGS,12,317,0.15
JAGS,13,317,0.15
JAGS,14,317,0.2
JAGS,15,317,0.2
JAGS,16,317,0.2
JAGS,17,317,0.15
JAGS,18,317,0.2
JAGS,19,317,0.15
JAGS,20,317,0.15
JAGS,21,317,0.25
JAGS,22,317,0.2
JAGS,23,317,0.35
JAGS,24,317,0.3
JAGS,25,317,0.25
JAGS,26,317,0.25
JAGS,27,317,0.25
JAGS,28,317,0.2
JAGS,29,317,0.2
JAGS,30,317,0.15
JAGS,31,317,0.2
JAGS,32,317,0.2
JAGS,33,317,0.15
JAGS,34,317,0.2
JAGS,35,317,0.2
JAGS,36,317,0.25
JAGS,37,317,0.15
JAGS,38,317,0.25
JAGS,39,317,0.15
JAGS,40,317,0.2
JAGS,1,318,0.2
JAGS,2,318,0.25
JAGS,3,318,0.2
JAGS,4,318,0.25
JAGS,5,318,0.15
JAGS,6,318,0.1
JAGS,7,318,0.1
JAGS,8,318,0.1
JAGS,9,318,0.4
JAGS,10,318,0.2
JAGS,11,318,0.2
JAGS,12,318,0.15
JAGS,13,318,0.15
JAGS,14,318,0.2
JAGS,15,318,0.2
JAGS,16,318,0.2
JAGS,17,318,0.15
JAGS,18,318,0.2
JAGS,19,318,0.15
JAGS,20,318,0.15
JAGS,21,318,0.25
JAGS,22,318,0.2
JAGS,23,318,0.35
JAGS,24,318,0.3
JAGS,25,318,0.25
JAGS,26,318,0.25
JAGS,27,318,0.25
JAGS,28,318,0.2
JAGS,29,318,0.2
JAGS,30,318,0.15
JAGS,31,318,0.2
JAGS,32,318,0.2
JAGS,33,318,0.15
JAGS,34,318,0.2
JAGS,35,318,0.2
JAGS,36,318,0.25
JAGS,37,318,0.15
JAGS,38,318,0.25
JAGS,39,318,0.15
JAGS,40,318,0.2
JAGS,1,319,0.2
JAGS,2,319,0.25
JAGS,3,319,0.2
JAGS,4,319,0.25
JAGS,5,319,0.15
JAGS,6,319,0.1
JAGS,7,319,0.1
JAGS,8,319,0.1
JAGS,9,319,0.35
JAGS,10,319,0.2
JAGS,11,319,0.2
JAGS,12,319,0.15
JAGS,13,319,0.15
JAGS,14,319,0.2
JAGS,15,319,0.25
JAGS,16,319,0.2
JAGS,17,319,0.15
JAGS,18,319,0.2
JAGS,19,319,0.15
JAGS,20,319,0.15
JAGS,21,319,0.25
JAGS,22,319,0.2
JAGS,23,319,0.35
JAGS,24,319,0.3
JAGS,25,319,0.25
JAGS,26,319,0.25
JAGS,27,319,0.25
JAGS,28,319,0.2
JAGS,29,319,0.2
JAGS,30,319,0.15
JAGS,31,319,0.2
JAGS,32,319,0.2
JAGS,33,319,0.15
JAGS,34,319,0.2
JAGS,35,319,0.2
JAGS,36,319,0.25
JAGS,37,319,0.15
JAGS,38,319,0.25
JAGS,39,319,0.15
JAGS,40,319,0.2
JAGS,1,320,0.2
JAGS,2,320,0.25
JAGS,3,320,0.2
JAGS,4,320,0.25
JAGS,5,320,0.15
JAGS,6,320,0.1
JAGS,7,320,0.05
JAGS,8,320,0.1
JAGS,9,320,0.35
JAGS,10,320,0.2
JAGS,11,320,0.2
JAGS,12,320,0.15
JAGS,13,320,0.15
JAGS,14,320,0.2
JAGS,15,320,0.25
JAGS,16,320,0.2
JAGS,17,320,0.15
JAGS,18,320,0.2
JAGS,19,320,0.15
JAGS,20,320,0.15
JAGS,21,320,0.25
JAGS,22,320,0.2
JAGS,23,320,0.35
JAGS,24,320,0.3
JAGS,25,320,0.25
JAGS,26,320,0.25
JAGS,27,320,0.25
JAGS,28,320,0.2
JAGS,29,320,0.2
JAGS,30,320,0.15
JAGS,31,320,0.2
JAGS,32,320,0.2
JAGS,33,320,0.15
JAGS,34,320,0.2
JAGS,35,320,0.2
JAGS,36,320,0.25
JAGS,37,320,0.15
JAGS,38,320,0.25
JAGS,39,320,0.15
JAGS,40,320,0.2
JAGS,1,321,0.2
JAGS,2,321,0.25
JAGS,3,321,0.25
JAGS,4,321,0.25
JAGS,5,321,0.15
JAGS,6,321,0.1
JAGS,7,321,0.1
JAGS,8,321,0.1
JAGS,9,321,0.35
JAGS,10,321,0.2
JAGS,11,321,0.2
JAGS,12,321,0.2
JAGS,13,321,0.15
JAGS,14,321,0.25
JAGS,15,321,0.25
JAGS,16,321,0.2
JAGS,17,321,0.2
JAGS,18,321,0.2
JAGS,19,321,0.15
JAGS,20,321,0.15
JAGS,21,321,0.25
JAGS,22,321,0.2
JAGS,23,321,0.35
JAGS,24,321,0.3
JAGS,25,321,0.25
JAGS,26,321,0.25
JAGS,27,321,0.25
JAGS,28,321,0.2
JAGS,29,321,0.2
JAGS,30,321,0.15
JAGS,31,321,0.2
JAGS,32,321,0.2
JAGS,33,321,0.15
JAGS,34,321,0.2
JAGS,35,321,0.2
JAGS,36,321,0.25
JAGS,37,321,0.15
JAGS,38,321,0.25
JAGS,39,321,0.15
JAGS,40,321,0.2
JAGS,1,322,0.2
JAGS,2,322,0.25
JAGS,3,322,0.25
JAGS,4,322,0.25
JAGS,5,322,0.15
JAGS,6,322,0.1
JAGS,7,322,0.1
JAGS,8,322,0.1
JAGS,9,322,0.35
JAGS,10,322,0.2
JAGS,11,322,0.2
JAGS,12,322,0.2
JAGS,13,322,0.15
JAGS,14,322,0.25
JAGS,15,322,0.25
JAGS,16,322,0.2
JAGS,17,322,0.2
JAGS,18,322,0.2
JAGS,19,322,0.15
JAGS,20,322,0.15
JAGS,21,322,0.25
JAGS,22,322,0.2
JAGS,23,322,0.35
JAGS,24,322,0.3
JAGS,25,322,0.25
JAGS,26,322,0.25
JAGS,27,322,0.25
JAGS,28,322,0.15
JAGS,29,322,0.2
JAGS,30,322,0.15
JAGS,31,322,0.2
JAGS,32,322,0.2
JAGS,33,322,0.15
JAGS,34,322,0.2
JAGS,35,322,0.2
JAGS,36,322,0.25
JAGS,37,322,0.15
JAGS,38,322,0.25
JAGS,39,322,0.15
JAGS,40,322,0.2
JAGS,1,323,0.2
JAGS,2,323,0.25
JAGS,3,323,0.2
JAGS,4,323,0.25
JAGS,5,323,0.15
JAGS,6,323,0.1
JAGS,7,323,0.1
JAGS,8,323,0.1
JAGS,9,323,0.35
JAGS,10,323,0.2
JAGS,11,323,0.2
JAGS,12,323,0.2
JAGS,13,323,0.15
JAGS,14,323,0.2
JAGS,15,323,0.25
JAGS,16,323,0.2
JAGS,17,323,0.2
JAGS,18,323,0.2
JAGS,19,323,0.15
JAGS,20,323,0.15
JAGS,21,323,0.25
JAGS,22,323,0.2
JAGS,23,323,0.35
JAGS,24,323,0.3
JAGS,25,323,0.25
JAGS,26,323,0.25
JAGS,27,323,0.25
JAGS,28,323,0.15
JAGS,29,323,0.2
JAGS,30,323,0.15
JAGS,31,323,0.2
JAGS,32,323,0.2
JAGS,33,323,0.15
JAGS,34,323,0.2
JAGS,35,323,0.2
JAGS,36,323,0.25
JAGS,37,323,0.1
JAGS,38,323,0.25
JAGS,39,323,0.2
JAGS,40,323,0.2
JAGS,1,324,0.2
JAGS,2,324,0.25
JAGS,3,324,0.2
JAGS,4,324,0.25
JAGS,5,324,0.15
JAGS,6,324,0.1
JAGS,7,324,0.1
JAGS,8,324,0.1
JAGS,9,324,0.35
JAGS,10,324,0.2
JAGS,11,324,0.2
JAGS,12,324,0.2
JAGS,13,324,0.15
JAGS,14,324,0.2
JAGS,15,324,0.25
JAGS,16,324,0.2
JAGS,17,324,0.15
JAGS,18,324,0.2
JAGS,19,324,0.15
JAGS,20,324,0.15
JAGS,21,324,0.25
JAGS,22,324,0.2
JAGS,23,324,0.35
JAGS,24,324,0.3
JAGS,25,324,0.25
JAGS,26,324,0.25
JAGS,27,324,0.25
JAGS,28,324,0.15
JAGS,29,324,0.2
JAGS,30,324,0.15
JAGS,31,324,0.2
JAGS,32,324,0.2
JAGS,33,324,0.15
JAGS,34,324,0.2
JAGS,35,324,0.2
JAGS,36,324,0.25
JAGS,37,324,0.1
JAGS,38,324,0.25
JAGS,39,324,0.2
JAGS,40,324,0.2
JAGS,1,325,0.2
JAGS,2,325,0.25
JAGS,3,325,0.2
JAGS,4,325,0.25
JAGS,5,325,0.15
JAGS,6,325,0.1
JAGS,7,325,0.1
JAGS,8,325,0.1
JAGS,9,325,0.35
JAGS,10,325,0.2
JAGS,11,325,0.2
JAGS,12,325,0.2
JAGS,13,325,0.15
JAGS,14,325,0.2
JAGS,15,325,0.25
JAGS,16,325,0.2
JAGS,17,325,0.15
JAGS,18,325,0.2
JAGS,19,325,0.15
JAGS,20,325,0.15
JAGS,21,325,0.25
JAGS,22,325,0.2
JAGS,23,325,0.35
JAGS,24,325,0.3
JAGS,25,325,0.25
JAGS,26,325,0.25
JAGS,27,325,0.25
JAGS,28,325,0.15
JAGS,29,325,0.2
JAGS,30,325,0.15
JAGS,31,325,0.2
JAGS,32,325,0.2
JAGS,33,325,0.15
JAGS,34,325,0.2
JAGS,35,325,0.2
JAGS,36,325,0.25
JAGS,37,325,0.1
JAGS,38,325,0.25
JAGS,39,325,0.2
JAGS,40,325,0.2
JAGS,1,326,0.2
JAGS,2,326,0.25
JAGS,3,326,0.2
JAGS,4,326,0.25
JAGS,5,326,0.2
JAGS,6,326,0.1
JAGS,7,326,0.1
JAGS,8,326,0.1
JAGS,9,326,0.35
JAGS,10,326,0.2
JAGS,11,326,0.25
JAGS,12,326,0.2
JAGS,13,326,0.15
JAGS,14,326,0.2
JAGS,15,326,0.25
JAGS,16,326,0.2
JAGS,17,326,0.15
JAGS,18,326,0.2
JAGS,19,326,0.15
JAGS,20,326,0.15
JAGS,21,326,0.25
JAGS,22,326,0.2
JAGS,23,326,0.35
JAGS,24,326,0.3
JAGS,25,326,0.25
JAGS,26,326,0.25
JAGS,27,326,0.25
JAGS,28,326,0.15
JAGS,29,326,0.2
JAGS,30,326,0.15
JAGS,31,326,0.2
JAGS,32,326,0.2
JAGS,33,326,0.15
JAGS,34,326,0.2
JAGS,35,326,0.2
JAGS,36,326,0.25
JAGS,37,326,0.1
JAGS,38,326,0.25
JAGS,39,326,0.2
JAGS,40,326,0.25
JAGS,1,327,0.2
JAGS,2,327,0.25
JAGS,3,327,0.2
JAGS,4,327,0.25
JAGS,5,327,0.2
JAGS,6,327,0.1
JAGS,7,327,0.1
JAGS,8,327,0.1
JAGS,9,327,0.35
JAGS,10,327,0.2
JAGS,11,327,0.2
JAGS,12,327,0.2
JAGS,13,327,0.15
JAGS,14,327,0.2
JAGS,15,327,0.25
JAGS,16,327,0.2
JAGS,17,327,0.15
JAGS,18,327,0.2
JAGS,19,327,0.15
JAGS,20,327,0.15
JAGS,21,327,0.25
JAGS,22,327,0.25
JAGS,23,327,0.35
JAGS,24,327,0.3
JAGS,25,327,0.25
JAGS,26,327,0.25
JAGS,27,327,0.25
JAGS,28,327,0.15
JAGS,29,327,0.2
JAGS,30,327,0.15
JAGS,31,327,0.2
JAGS,32,327,0.2
JAGS,33,327,0.15
JAGS,34,327,0.2
JAGS,35,327,0.2
JAGS,36,327,0.25
JAGS,37,327,0.1
JAGS,38,327,0.25
JAGS,39,327,0.2
JAGS,40,327,0.2
JAGS,1,328,0.2
JAGS,2,328,0.25
JAGS,3,328,0.2
JAGS,4,328,0.25
JAGS,5,328,0.2
JAGS,6,328,0.1
JAGS,7,328,0.1
JAGS,8,328,0.1
JAGS,9,328,0.35
JAGS,10,328,0.2
JAGS,11,328,0.2
JAGS,12,328,0.2
JAGS,13,328,0.15
JAGS,14,328,0.2
JAGS,15,328,0.25
JAGS,16,328,0.2
JAGS,17,328,0.15
JAGS,18,328,0.2
JAGS,19,328,0.15
JAGS,20,328,0.15
JAGS,21,328,0.25
JAGS,22,328,0.25
JAGS,23,328,0.4
JAGS,24,328,0.3
JAGS,25,328,0.25
JAGS,26,328,0.25
JAGS,27,328,0.25
JAGS,28,328,0.15
JAGS,29,328,0.2
JAGS,30,328,0.15
JAGS,31,328,0.2
JAGS,32,328,0.2
JAGS,33,328,0.15
JAGS,34,328,0.2
JAGS,35,328,0.2
JAGS,36,328,0.25
JAGS,37,328,0.1
JAGS,38,328,0.25
JAGS,39,328,0.25
JAGS,40,328,0.2
JAGS,1,329,0.2
JAGS,2,329,0.3
JAGS,3,329,0.2
JAGS,4,329,0.25
JAGS,5,329,0.2
JAGS,6,329,0.1
JAGS,7,329,0.1
JAGS,8,329,0.1
JAGS,9,329,0.35
JAGS,10,329,0.2
JAGS,11,329,0.2
JAGS,12,329,0.2
JAGS,13,329,0.15
JAGS,14,329,0.2
JAGS,15,329,0.25
JAGS,16,329,0.2
JAGS,17,329,0.15
JAGS,18,329,0.2
JAGS,19,329,0.15
JAGS,20,329,0.15
JAGS,21,329,0.25
JAGS,22,329,0.25
JAGS,23,329,0.4
JAGS,24,329,0.3
JAGS,25,329,0.25
JAGS,26,329,0.25
JAGS,27,329,0.25
JAGS,28,329,0.15
JAGS,29,329,0.2
JAGS,30,329,0.15
JAGS,31,329,0.2
JAGS,32,329,0.2
JAGS,33,329,0.15
JAGS,34,329,0.2
JAGS,35,329,0.2
JAGS,36,329,0.25
JAGS,37,329,0.1
JAGS,38,329,0.25
JAGS,39,329,0.25
JAGS,40,329,0.2
JAGS,1,330,0.2
JAGS,2,330,0.3
JAGS,3,330,0.2
JAGS,4,330,0.25
JAGS,5,330,0.2
JAGS,6,330,0.1
JAGS,7,330,0.1
JAGS,8,330,0.1
JAGS,9,330,0.35
JAGS,10,330,0.2
JAGS,11,330,0.2
JAGS,12,330,0.2
JAGS,13,330,0.15
JAGS,14,330,0.2
JAGS,15,330,0.25
JAGS,16,330,0.2
JAGS,17,330,0.15
JAGS,18,330,0.2
JAGS,19,330,0.15
JAGS,20,330,0.15
JAGS,21,330,0.25
JAGS,22,330,0.25
JAGS,23,330,0.4
JAGS,24,330,0.25
JAGS,25,330,0.25
JAGS,26,330,0.2
JAGS,27,330,0.25
JAGS,28,330,0.15
JAGS,29,330,0.2
JAGS,30,330,0.15
JAGS,31,330,0.2
JAGS,32,330,0.2
JAGS,33,330,0.15
JAGS,34,330,0.2
JAGS,35,330,0.2
JAGS,36,330,0.25
JAGS,37,330,0.1
JAGS,38,330,0.25
JAGS,39,330,0.25
JAGS,40,330,0.2
JAGS,1,331,0.2
JAGS,2,331,0.3
JAGS,3,331,0.2
JAGS,4,331,0.25
JAGS,5,331,0.15
JAGS,6,331,0.1
JAGS,7,331,0.1
JAGS,8,331,0.1
JAGS,9,331,0.35
JAGS,10,331,0.2
JAGS,11,331,0.2
JAGS,12,331,0.2
JAGS,13,331,0.15
JAGS,14,331,0.2
JAGS,15,331,0.25
JAGS,16,331,0.2
JAGS,17,331,0.15
JAGS,18,331,0.2
JAGS,19,331,0.15
JAGS,20,331,0.15
JAGS,21,331,0.25
JAGS,22,331,0.25
JAGS,23,331,0.4
JAGS,24,331,0.25
JAGS,25,331,0.25
JAGS,26,331,0.2
JAGS,27,331,0.25
JAGS,28,331,0.15
JAGS,29,331,0.2
JAGS,30,331,0.15
JAGS,31,331,0.2
JAGS,32,331,0.2
JAGS,33,331,0.15
JAGS,34,331,0.2
JAGS,35,331,0.2
JAGS,36,331,0.3
JAGS,37,331,0.1
JAGS,38,331,0.25
JAGS,39,331,0.2
JAGS,40,331,0.2
JAGS,1,332,0.2
JAGS,2,332,0.25
JAGS,3,332,0.2
JAGS,4,332,0.3
JAGS,5,332,0.15
JAGS,6,332,0.1
JAGS,7,332,0.1
JAGS,8,332,0.1
JAGS,9,332,0.35
JAGS,10,332,0.2
JAGS,11,332,0.2
JAGS,12,332,0.2
JAGS,13,332,0.15
JAGS,14,332,0.2
JAGS,15,332,0.25
JAGS,16,332,0.2
JAGS,17,332,0.15
JAGS,18,332,0.2
JAGS,19,332,0.15
JAGS,20,332,0.15
JAGS,21,332,0.25
JAGS,22,332,0.2
JAGS,23,332,0.4
JAGS,24,332,0.25
JAGS,25,332,0.25
JAGS,26,332,0.2
JAGS,27,332,0.25
JAGS,28,332,0.15
JAGS,29,332,0.2
JAGS,30,332,0.15
JAGS,31,332,0.2
JAGS,32,332,0.2
JAGS,33,332,0.15
JAGS,34,332,0.2
JAGS,35,332,0.2
JAGS,36,332,0.25
JAGS,37,332,0.1
JAGS,38,332,0.25
JAGS,39,332,0.2
JAGS,40,332,0.2
JAGS,1,333,0.2
JAGS,2,333,0.25
JAGS,3,333,0.2
JAGS,4,333,0.3
JAGS,5,333,0.15
JAGS,6,333,0.1
JAGS,7,333,0.1
JAGS,8,333,0.1
JAGS,9,333,0.35
JAGS,10,333,0.2
JAGS,11,333,0.2
JAGS,12,333,0.2
JAGS,13,333,0.15
JAGS,14,333,0.2
JAGS,15,333,0.25
JAGS,16,333,0.2
JAGS,17,333,0.15
JAGS,18,333,0.2
JAGS,19,333,0.15
JAGS,20,333,0.15
JAGS,21,333,0.25
JAGS,22,333,0.2
JAGS,23,333,0.4
JAGS,24,333,0.25
JAGS,25,333,0.25
JAGS,26,333,0.2
JAGS,27,333,0.25
JAGS,28,333,0.15
JAGS,29,333,0.2
JAGS,30,333,0.15
JAGS,31,333,0.2
JAGS,32,333,0.2
JAGS,33,333,0.15
JAGS,34,333,0.2
JAGS,35,333,0.2
JAGS,36,333,0.25
JAGS,37,333,0.1
JAGS,38,333,0.25
JAGS,39,333,0.2
JAGS,40,333,0.2
JAGS,1,334,0.2
JAGS,2,334,0.25
JAGS,3,334,0.2
JAGS,4,334,0.3
JAGS,5,334,0.15
JAGS,6,334,0.1
JAGS,7,334,0.1
JAGS,8,334,0.1
JAGS,9,334,0.4
JAGS,10,334,0.2
JAGS,11,334,0.2
JAGS,12,334,0.2
JAGS,13,334,0.15
JAGS,14,334,0.2
JAGS,15,334,0.25
JAGS,16,334,0.2
JAGS,17,334,0.15
JAGS,18,334,0.2
JAGS,19,334,0.15
JAGS,20,334,0.15
JAGS,21,334,0.25
JAGS,22,334,0.2
JAGS,23,334,0.35
JAGS,24,334,0.25
JAGS,25,334,0.25
JAGS,26,334,0.2
JAGS,27,334,0.25
JAGS,28,334,0.15
JAGS,29,334,0.2
JAGS,30,334,0.15
JAGS,31,334,0.2
JAGS,32,334,0.2
JAGS,33,334,0.15
JAGS,34,334,0.2
JAGS,35,334,0.2
JAGS,36,334,0.25
JAGS,37,334,0.1
JAGS,38,334,0.25
JAGS,39,334,0.2
JAGS,40,334,0.2
JAGS,1,335,0.2
JAGS,2,335,0.25
JAGS,3,335,0.2
JAGS,4,335,0.25
JAGS,5,335,0.15
JAGS,6,335,0.1
JAGS,7,335,0.1
JAGS,8,335,0.1
JAGS,9,335,0.4
JAGS,10,335,0.2
JAGS,11,335,0.2
JAGS,12,335,0.2
JAGS,13,335,0.15
JAGS,14,335,0.2
JAGS,15,335,0.2
JAGS,16,335,0.2
JAGS,17,335,0.15
JAGS,18,335,0.2
JAGS,19,335,0.15
JAGS,20,335,0.15
JAGS,21,335,0.25
JAGS,22,335,0.2
JAGS,23,335,0.35
JAGS,24,335,0.25
JAGS,25,335,0.25
JAGS,26,335,0.2
JAGS,27,335,0.25
JAGS,28,335,0.15
JAGS,29,335,0.2
JAGS,30,335,0.15
JAGS,31,335,0.2
JAGS,32,335,0.2
JAGS,33,335,0.15
JAGS,34,335,0.2
JAGS,35,335,0.2
JAGS,36,335,0.25
JAGS,37,335,0.1
JAGS,38,335,0.25
JAGS,39,335,0.2
JAGS,40,335,0.25
JAGS,1,336,0.2
JAGS,2,336,0.25
JAGS,3,336,0.2
JAGS,4,336,0.3
JAGS,5,336,0.15
JAGS,6,336,0.1
JAGS,7,336,0.1
JAGS,8,336,0.1
JAGS,9,336,0.35
JAGS,10,336,0.2
JAGS,11,336,0.2
JAGS,12,336,0.2
JAGS,13,336,0.15
JAGS,14,336,0.2
JAGS,15,336,0.2
JAGS,16,336,0.2
JAGS,17,336,0.15
JAGS,18,336,0.2
JAGS,19,336,0.15
JAGS,20,336,0.15
JAGS,21,336,0.25
JAGS,22,336,0.25
JAGS,23,336,0.35
JAGS,24,336,0.25
JAGS,25,336,0.25
JAGS,26,336,0.2
JAGS,27,336,0.25
JAGS,28,336,0.1
JAGS,29,336,0.2
JAGS,30,336,0.15
JAGS,31,336,0.2
JAGS,32,336,0.2
JAGS,33,336,0.15
JAGS,34,336,0.2
JAGS,35,336,0.2
JAGS,36,336,0.25
JAGS,37,336,0.1
JAGS,38,336,0.25
JAGS,39,336,0.25
JAGS,40,336,0.25
JAGS,1,337,0.2
JAGS,2,337,0.25
JAGS,3,337,0.2
JAGS,4,337,0.25
JAGS,5,337,0.15
JAGS,6,337,0.15
JAGS,7,337,0.1
JAGS,8,337,0.1
JAGS,9,337,0.35
JAGS,10,337,0.2
JAGS,11,337,0.2
JAGS,12,337,0.15
JAGS,13,337,0.15
JAGS,14,337,0.2
JAGS,15,337,0.2
JAGS,16,337,0.2
JAGS,17,337,0.15
JAGS,18,337,0.2
JAGS,19,337,0.15
JAGS,20,337,0.15
JAGS,21,337,0.25
JAGS,22,337,0.25
JAGS,23,337,0.4
JAGS,24,337,0.25
JAGS,25,337,0.25
JAGS,26,337,0.2
JAGS,27,337,0.25
JAGS,28,337,0.1
JAGS,29,337,0.2
JAGS,30,337,0.2
JAGS,31,337,0.2
JAGS,32,337,0.2
JAGS,33,337,0.15
JAGS,34,337,0.2
JAGS,35,337,0.2
JAGS,36,337,0.25
JAGS,37,337,0.1
JAGS,38,337,0.25
JAGS,39,337,0.25
JAGS,40,337,0.25
JAGS,1,338,0.2
JAGS,2,338,0.25
JAGS,3,338,0.25
JAGS,4,338,0.25
JAGS,5,338,0.15
JAGS,6,338,0.15
JAGS,7,338,0.1
JAGS,8,338,0.1
JAGS,9,338,0.35
JAGS,10,338,0.2
JAGS,11,338,0.2
JAGS,12,338,0.15
JAGS,13,338,0.15
JAGS,14,338,0.2
JAGS,15,338,0.2
JAGS,16,338,0.2
JAGS,17,338,0.15
JAGS,18,338,0.2
JAGS,19,338,0.15
JAGS,20,338,0.15
JAGS,21,338,0.25
JAGS,22,338,0.25
JAGS,23,338,0.4
JAGS,24,338,0.25
JAGS,25,338,0.25
JAGS,26,338,0.2
JAGS,27,338,0.25
JAGS,28,338,0.1
JAGS,29,338,0.2
JAGS,30,338,0.2
JAGS,31,338,0.2
JAGS,32,338,0.2
JAGS,33,338,0.15
JAGS,34,338,0.2
JAGS,35,338,0.2
JAGS,36,338,0.25
JAGS,37,338,0.1
JAGS,38,338,0.25
JAGS,39,338,0.2
JAGS,40,338,0.25
JAGS,1,339,0.2
JAGS,2,339,0.25
JAGS,3,339,0.2
JAGS,4,339,0.25
JAGS,5,339,0.15
JAGS,6,339,0.2
JAGS,7,339,0.1
JAGS,8,339,0.1
JAGS,9,339,0.35
JAGS,10,339,0.2
JAGS,11,339,0.2
JAGS,12,339,0.15
JAGS,13,339,0.15
JAGS,14,339,0.2
JAGS,15,339,0.2
JAGS,16,339,0.2
JAGS,17,339,0.15
JAGS,18,339,0.2
JAGS,19,339,0.15
JAGS,20,339,0.15
JAGS,21,339,0.25
JAGS,22,339,0.25
JAGS,23,339,0.4
JAGS,24,339,0.25
JAGS,25,339,0.3
JAGS,26,339,0.2
JAGS,27,339,0.25
JAGS,28,339,0.1
JAGS,29,339,0.2
JAGS,30,339,0.2
JAGS,31,339,0.2
JAGS,32,339,0.2
JAGS,33,339,0.15
JAGS,34,339,0.2
JAGS,35,339,0.2
JAGS,36,339,0.25
JAGS,37,339,0.1
JAGS,38,339,0.25
JAGS,39,339,0.2
JAGS,40,339,0.25
JAGS,1,340,0.2
JAGS,2,340,0.25
JAGS,3,340,0.2
JAGS,4,340,0.25
JAGS,5,340,0.15
JAGS,6,340,0.2
JAGS,7,340,0.1
JAGS,8,340,0.1
JAGS,9,340,0.35
JAGS,10,340,0.2
JAGS,11,340,0.2
JAGS,12,340,0.15
JAGS,13,340,0.15
JAGS,14,340,0.2
JAGS,15,340,0.2
JAGS,16,340,0.2
JAGS,17,340,0.15
JAGS,18,340,0.2
JAGS,19,340,0.15
JAGS,20,340,0.15
JAGS,21,340,0.25
JAGS,22,340,0.25
JAGS,23,340,0.35
JAGS,24,340,0.25
JAGS,25,340,0.3
JAGS,26,340,0.2
JAGS,27,340,0.25
JAGS,28,340,0.1
JAGS,29,340,0.2
JAGS,30,340,0.2
JAGS,31,340,0.2
JAGS,32,340,0.2
JAGS,33,340,0.15
JAGS,34,340,0.2
JAGS,35,340,0.2
JAGS,36,340,0.25
JAGS,37,340,0.1
JAGS,38,340,0.25
JAGS,39,340,0.2
JAGS,40,340,0.25
JAGS,1,341,0.2
JAGS,2,341,0.25
JAGS,3,341,0.2
JAGS,4,341,0.25
JAGS,5,341,0.2
JAGS,6,341,0.2
JAGS,7,341,0.1
JAGS,8,341,0.1
JAGS,9,341,0.4
JAGS,10,341,0.2
JAGS,11,341,0.2
JAGS,12,341,0.15
JAGS,13,341,0.15
JAGS,14,341,0.2
JAGS,15,341,0.2
JAGS,16,341,0.2
JAGS,17,341,0.15
JAGS,18,341,0.2
JAGS,19,341,0.15
JAGS,20,341,0.15
JAGS,21,341,0.25
JAGS,22,341,0.25
JAGS,23,341,0.35
JAGS,24,341,0.25
JAGS,25,341,0.3
JAGS,26,341,0.2
JAGS,27,341,0.25
JAGS,28,341,0.1
JAGS,29,341,0.2
JAGS,30,341,0.2
JAGS,31,341,0.2
JAGS,32,341,0.2
JAGS,33,341,0.15
JAGS,34,341,0.2
JAGS,35,341,0.2
JAGS,36,341,0.25
JAGS,37,341,0.1
JAGS,38,341,0.25
JAGS,39,341,0.2
JAGS,40,341,0.25
